Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8VE08	FBX33_MOUSE	reviewed	F-box only protein 33 (AIG30-12-1)	Fbxo33	Mus musculus (Mouse)	562
Q9QZN4	FBX6_MOUSE	reviewed	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbs2 Fbxo6b	Mus musculus (Mouse)	295
Q60584	FBXW2_MOUSE	reviewed	F-box/WD repeat-containing protein 2 (F-box and WD-40 domain-containing protein 2) (Protein MD6)	Fbxw2	Mus musculus (Mouse)	422
Q9JMJ2	FBXW4_MOUSE	reviewed	F-box/WD repeat-containing protein 4 (F-box and WD-40 domain-containing protein 4) (Protein hagoromo)	Fbxw4 Fbw4	Mus musculus (Mouse)	410
Q9QXW2	FBXW5_MOUSE	reviewed	F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)	Fbxw5 Fbw5	Mus musculus (Mouse)	573
Q9Z2G0	FEM1B_MOUSE	reviewed	Protein fem-1 homolog B (FEM1b) (FEM1-beta) (Fem-1-like death receptor-binding protein alpha) (Fem-1-like in apoptotic pathway protein alpha) (F1A-alpha) (mt-Fem)	Fem1b F1aa Kiaa0396	Mus musculus (Mouse)	627
Q8BID8	FXL14_MOUSE	reviewed	F-box/LRR-repeat protein 14 (F-box and leucine-rich repeat protein 14)	Fbxl14 Fbl14 Ppa	Mus musculus (Mouse)	400
Q8C7B6	FXL22_MOUSE	reviewed	F-box and leucine-rich protein 22	Fbxl22	Mus musculus (Mouse)	236
Q9CZV8	FXL20_MOUSE	reviewed	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20) (F-box/LRR-repeat protein 2-like)	Fbxl20 Fbl2	Mus musculus (Mouse)	436
Q8BFZ4	FXL21_MOUSE	reviewed	F-box/LRR-repeat protein 21 (F-box and leucine-rich repeat protein 21) (F-box and leucine-rich repeat protein 3B) (F-box/LRR-repeat protein 3B)	Fbxl21 Fbl21 Fbxl3b	Mus musculus (Mouse)	434
Q9WUD1	CHIP_MOUSE	reviewed	STIP1 homology and U box-containing protein 1 (EC 2.3.2.27) (Carboxy terminus of Hsp70-interacting protein) (E3 ubiquitin-protein ligase CHIP) (RING-type E3 ubiquitin transferase CHIP)	Stub1 Chip	Mus musculus (Mouse)	304
D3Z3K2	CIP1_MOUSE	reviewed	E3 ubiquitin-protein ligase CCNB1IP1 (EC 2.3.2.27) (Cyclin-B1-interacting protein 1) (RING-type E3 ubiquitin transferase CCNB1IP1)	Ccnb1ip1 Gm288 Hei10 Mei4	Mus musculus (Mouse)	276
Q8C7D2	CRBN_MOUSE	reviewed	Protein cereblon (Protein PiL)	Crbn	Mus musculus (Mouse)	445
Q8JZY2	COMDA_MOUSE	reviewed	COMM domain-containing protein 10 (Down-regulated in W/WV mouse stomach 2) (mDRWMS2)	Commd10	Mus musculus (Mouse)	202
Q8BXC6	COMD2_MOUSE	reviewed	COMM domain-containing protein 2	Commd2	Mus musculus (Mouse)	199
Q9CQ02	COMD4_MOUSE	reviewed	COMM domain-containing protein 4	Commd4	Mus musculus (Mouse)	199
Q3V4B5	COMD6_MOUSE	reviewed	COMM domain-containing protein 6	Commd6	Mus musculus (Mouse)	87
Q8BG94	COMD7_MOUSE	reviewed	COMM domain-containing protein 7	Commd7	Mus musculus (Mouse)	200
Q8K4M5	COMD1_MOUSE	reviewed	COMM domain-containing protein 1 (Protein Murr1)	Commd1 Murr1	Mus musculus (Mouse)	188
Q8BT14	CNOT4_MOUSE	reviewed	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	Cnot4 Not4	Mus musculus (Mouse)	575
Q9WUB0	HOIL1_MOUSE	reviewed	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.27) (Heme-oxidized IRP2 ubiquitin ligase 1 homolog) (HOIL-1) (RING-type E3 ubiquitin transferase HOIL-1) (UbcM4-interacting protein 28) (Ubiquitin-conjugating enzyme 7-interacting protein 3)	Rbck1 Rbck Ubce7ip3 Uip28	Mus musculus (Mouse)	508
Q7TMY8	HUWE1_MOUSE	reviewed	E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (E3Histone) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)	Huwe1 Kiaa0312 Ureb1	Mus musculus (Mouse)	4377
Q8R3Y8	I2BP1_MOUSE	reviewed	Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)	Irf2bp1	Mus musculus (Mouse)	584
Q99N64	GMCL2_MOUSE	reviewed	Germ cell-less protein-like 2 (BTB domain containing 35, family member 1) (Germ cell-less protein-like 1-like) (mGclh)	Gmcl2 Btbd35f1 Gmcl1l Gmcl1p1	Mus musculus (Mouse)	498
Q8VEM1	GOLI_MOUSE	reviewed	E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (G1-related zinc finger protein) (Goliath homolog) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130)	Rnf130 G1rp	Mus musculus (Mouse)	419
A2RT62	FXL16_MOUSE	reviewed	F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16)	Fbxl16	Mus musculus (Mouse)	479
Q9QZN1	FXL17_MOUSE	reviewed	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	Fbxl17 Fbl17 Fbx13 Fbxo13	Mus musculus (Mouse)	701
Q6PB97	FXL19_MOUSE	reviewed	F-box/LRR-repeat protein 19 (F-box and leucine-rich repeat protein 19)	Fbxl19	Mus musculus (Mouse)	674
Q8C863	ITCH_MOUSE	reviewed	E3 ubiquitin-protein ligase Itchy (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Itchy homolog)	Itch	Mus musculus (Mouse)	864
Q3URF8	KCD21_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD21 (KCASH2 protein) (Potassium channel tetramerization domain-containing protein 21)	Kctd21	Mus musculus (Mouse)	260
Q64339	ISG15_MOUSE	reviewed	Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein)	Isg15 G1p2 Ucrp	Mus musculus (Mouse)	161
Q9DBJ6	JOS1_MOUSE	reviewed	Josephin-1 (EC 3.4.19.12) (Josephin domain-containing protein 1)	Josd1	Mus musculus (Mouse)	202
Q6P1G2	KDM2B_MOUSE	reviewed	Lysine-specific demethylase 2B (EC 1.14.11.27) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) ([Histone-H3]-lysine-36 demethylase 1B)	Kdm2b Fbl10 Fbxl10 Jhdm1b Kiaa3014	Mus musculus (Mouse)	1309
Q6ZQF7	JADE2_MOUSE	reviewed	E3 ubiquitin-protein ligase Jade-2 (EC 2.3.2.27) (Jade family PHD finger protein 2) (PHD finger protein 15)	Jade2 Kiaa0239 Phf15	Mus musculus (Mouse)	829
Q9CR30	JOS2_MOUSE	reviewed	Josephin-2 (EC 3.4.19.12) (Josephin domain-containing protein 2)	Josd2	Mus musculus (Mouse)	188
Q80UN1	KCTD9_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD9	Kctd9	Mus musculus (Mouse)	339
Q3UQV5	KBTB8_MOUSE	reviewed	Kelch repeat and BTB domain-containing protein 8	Kbtbd8 Kiaa1842	Mus musculus (Mouse)	599
Q8C828	KBTBD_MOUSE	reviewed	Kelch repeat and BTB domain-containing protein 13	Kbtbd13	Mus musculus (Mouse)	458
Q80TF4	KLH13_MOUSE	reviewed	Kelch-like protein 13 (BTB and kelch domain-containing protein 2)	Klhl13 Bklhd2 Kiaa1309	Mus musculus (Mouse)	654
Q8BFQ9	KLH42_MOUSE	reviewed	Kelch-like protein 42 (Cullin-3-binding protein 9) (Ctb9) (Kelch domain-containing protein 5)	Klhl42 Kiaa1340 Klhdc5	Mus musculus (Mouse)	493
Q8K1C9	LRC41_MOUSE	reviewed	Leucine-rich repeat-containing protein 41 (Protein Muf1)	Lrrc41 Muf1	Mus musculus (Mouse)	807
Q9QZ04	MAGL2_MOUSE	reviewed	MAGE-like protein 2 (Protein nS7)	Magel2	Mus musculus (Mouse)	1284
Q8BQR7	MAGBI_MOUSE	reviewed	Melanoma-associated antigen B18 (MAGE-B18 antigen)	Mageb18	Mus musculus (Mouse)	327
Q8BZM0	KLH12_MOUSE	reviewed	Kelch-like protein 12 (CUL3-interacting protein 1)	Klhl12 C3ip1	Mus musculus (Mouse)	568
A2AAX3	KLH15_MOUSE	reviewed	Kelch-like protein 15	Klhl15	Mus musculus (Mouse)	604
E0CZ16	KLHL3_MOUSE	reviewed	Kelch-like protein 3	Klhl3	Mus musculus (Mouse)	587
Q3U410	KLH21_MOUSE	reviewed	Kelch-like protein 21	Klhl21	Mus musculus (Mouse)	597
Q99JN2	KLH22_MOUSE	reviewed	Kelch-like protein 22	Klhl22	Mus musculus (Mouse)	634
Q80ZI6	LRSM1_MOUSE	reviewed	E3 ubiquitin-protein ligase LRSAM1 (EC 2.3.2.27) (Leucine-rich repeat and sterile alpha motif-containing protein 1) (RING-type E3 ubiquitin transferase LRSAM1) (Tsg101-associated ligase)	Lrsam1	Mus musculus (Mouse)	727
Q6A009	LTN1_MOUSE	reviewed	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294) (Zfp-294)	Ltn1 Kiaa0714 Lister Rnf160 Zfp294 Znf294	Mus musculus (Mouse)	1767
O70263	LNX1_MOUSE	reviewed	E3 ubiquitin-protein ligase LNX (EC 2.3.2.27) (Ligand of Numb protein X 1) (Ligand of Numb-binding protein 1) (Numb-binding protein 1) (RING-type E3 ubiquitin transferase LNX)	Lnx1 Lnx	Mus musculus (Mouse)	728
Q76LS9	MINY1_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (NF-E2 inducible protein) (Protein FAM63A)	Mindy1 Fam63a Ni	Mus musculus (Mouse)	468
Q9QXP6	MKRN1_MOUSE	reviewed	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-1)	Mkrn1	Mus musculus (Mouse)	481
Q91VR7	MLP3A_MOUSE	reviewed	Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha)	Map1lc3a	Mus musculus (Mouse)	121
Q8R516	MIB2_MOUSE	reviewed	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Dystrophin-like protein) (Dyslike) (Mind bomb homolog 2) (Mind bomb-2) (RING-type E3 ubiquitin transferase MIB2) (Skeletrophin)	Mib2 Skd	Mus musculus (Mouse)	973
Q6PDI6	MINY2_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-2 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-2) (Protein FAM63B)	Mindy2 Fam63b Kiaa1164	Mus musculus (Mouse)	601
Q60764	MKRN3_MOUSE	reviewed	Probable E3 ubiquitin-protein ligase makorin-3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-3) (Zinc finger protein 127)	Mkrn3 Zfp127 Znf127	Mus musculus (Mouse)	544
Q80SY4	MIB1_MOUSE	reviewed	E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1)	Mib1 Dip1 Kiaa1323 Mib	Mus musculus (Mouse)	1006
Q9CQV6	MLP3B_MOUSE	reviewed	Microtubule-associated proteins 1A/1B light chain 3B (Autophagy-related protein LC3 B) (Autophagy-related ubiquitin-like modifier LC3 B) (MAP1 light chain 3-like protein 2) (MAP1A/MAP1B light chain 3 B) (MAP1A/MAP1B LC3 B) (Microtubule-associated protein 1 light chain 3 beta)	Map1lc3b Map1alc3 Map1lc3	Mus musculus (Mouse)	125
Q9D074	MGRN1_MOUSE	reviewed	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING-type E3 ubiquitin transferase MGRN1)	Mgrn1 Kiaa0544	Mus musculus (Mouse)	532
Q6NZQ8	MARH1_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH1 (EC 2.3.2.27) (Membrane-associated RING finger protein 1) (Membrane-associated RING-CH protein I) (MARCH-I) (RING-type E3 ubiquitin transferase MARCH1)	March1	Mus musculus (Mouse)	289
Q6PCZ4	MAGE1_MOUSE	reviewed	Melanoma-associated antigen E1 (Alpha-dystrobrevin-associated MAGE Protein) (DAMAGE) (MAGE-E1 antigen)	Magee1	Mus musculus (Mouse)	918
Q2TBA3	MALT1_MOUSE	reviewed	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog (EC 3.4.22.-) (Paracaspase)	Malt1	Mus musculus (Mouse)	832
Q99M02	MARH2_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING-type E3 ubiquitin transferase MARCH2)	March2	Mus musculus (Mouse)	246
Q3TZ87	MARH9_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH9 (EC 2.3.2.27) (Membrane-associated RING finger protein 9) (Membrane-associated RING-CH protein IX) (MARCH-IX) (RING-type E3 ubiquitin transferase MARCH9)	March9	Mus musculus (Mouse)	348
Q8CBH7	MARHB_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCH11)	March11	Mus musculus (Mouse)	400
Q6ZQ89	MARH6_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH6 (EC 2.3.2.27) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (RING-type E3 ubiquitin transferase MARCH6)	March6 Kiaa0597	Mus musculus (Mouse)	909
Q9QYH6	MAGD1_MOUSE	reviewed	Melanoma-associated antigen D1 (Dlxin-1) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog)	Maged1 Nrage	Mus musculus (Mouse)	775
Q80TE3	MARH4_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH4 (EC 2.3.2.27) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING-type E3 ubiquitin transferase MARCH4)	March4 Kiaa1399	Mus musculus (Mouse)	409
Q9DBD2	MARH8_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH8 (EC 2.3.2.27) (Cellular modulator of immune recognition) (c-MIR) (Membrane-associated RING finger protein 8) (Membrane-associated RING-CH protein VIII) (MARCH-VIII) (RING-type E3 ubiquitin transferase MARCH8)	March8 Mir	Mus musculus (Mouse)	286
Q3KNM2	MARH5_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH5 (EC 2.3.2.27) (Membrane-associated RING finger protein 5) (Membrane-associated RING-CH protein V) (MARCH-V) (RING-type E3 ubiquitin transferase MARCH5)	March5	Mus musculus (Mouse)	278
P23804	MDM2_MOUSE	reviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	Mdm2	Mus musculus (Mouse)	489
Q8BRX9	MARH3_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH3 (EC 2.3.2.27) (Membrane-associated RING finger protein 3) (Membrane-associated RING-CH protein III) (MARCH-III) (RING-type E3 ubiquitin transferase MARCH3)	March3	Mus musculus (Mouse)	218
Q9WV66	MARH7_MOUSE	reviewed	E3 ubiquitin-protein ligase MARCH7 (EC 2.3.2.27) (Axotrophin) (Membrane-associated RING finger protein 7) (Membrane-associated RING-CH protein VII) (MARCH-VII) (RING-type E3 ubiquitin transferase MARCH7)	March7 Axot	Mus musculus (Mouse)	693
Q9D7W5	MED8_MOUSE	reviewed	Mediator of RNA polymerase II transcription subunit 8 (Activator-recruited cofactor 32 kDa component) (ARC32) (Mediator complex subunit 8)	Med8 MNCb-2386	Mus musculus (Mouse)	268
Q8BNL5	KCTD6_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD6	Kctd6	Mus musculus (Mouse)	237
P59997	KDM2A_MOUSE	reviewed	Lysine-specific demethylase 2A (EC 1.14.11.27) (F-box and leucine-rich repeat protein 11) (F-box/LRR-repeat protein 11) (JmjC domain-containing histone demethylation protein 1A) ([Histone-H3]-lysine-36 demethylase 1A)	Kdm2a Fbxl11 Jhdm1a Kiaa1004	Mus musculus (Mouse)	1161
Q9D5V2	KLH10_MOUSE	reviewed	Kelch-like protein 10	Klhl10	Mus musculus (Mouse)	608
Q9D783	KLH40_MOUSE	reviewed	Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)	Klhl40 Kbtbd5	Mus musculus (Mouse)	621
P59280	KLHL8_MOUSE	reviewed	Kelch-like protein 8	Klhl8	Mus musculus (Mouse)	629
Q6ZPT1	KLHL9_MOUSE	reviewed	Kelch-like protein 9	Klhl9 Kiaa1354	Mus musculus (Mouse)	617
Q80UY2	KCMF1_MOUSE	reviewed	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (Differentially expressed in branching tubulogenesis 91) (Debt-91) (RING-type E3 ubiquitin transferase KCMF1)	Kcmf1 Debt91	Mus musculus (Mouse)	381
Q8K485	KCD11_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD11 (KCASH1 protein) (Potassium channel tetramerization domain-containing protein 11) (RING-type E3 ubiquitin transferase subunit KCTD11)	Kctd11 Ren	Mus musculus (Mouse)	232
Q9Z2X8	KEAP1_MOUSE	reviewed	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2)	Keap1 Inrf2 Kiaa0132	Mus musculus (Mouse)	624
Q8R2P1	KLH25_MOUSE	reviewed	Kelch-like protein 25 (Ectoderm-neural cortex protein 2) (ENC-2)	Klhl25 Enc2	Mus musculus (Mouse)	589
Q1PSW8	LIN41_MOUSE	reviewed	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (mLin41) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	Trim71 Gm1127 Lin41	Mus musculus (Mouse)	855
Q8VCK5	KLH20_MOUSE	reviewed	Kelch-like protein 20 (Kelch-like ECT2-interacting protein)	Klhl20 Kiaa4210 Kleip	Mus musculus (Mouse)	604
Q8BUL5	KLHL7_MOUSE	reviewed	Kelch-like protein 7	Klhl7	Mus musculus (Mouse)	586
Q8BRG6	KLH24_MOUSE	reviewed	Kelch-like protein 24 (Kainate receptor-interacting protein for GluR6) (KRIP6)	Klhl24	Mus musculus (Mouse)	600
Q8CE33	KLH11_MOUSE	reviewed	Kelch-like protein 11	Klhl11	Mus musculus (Mouse)	709
Q6TDP3	KLH17_MOUSE	reviewed	Kelch-like protein 17 (Actinfilin)	Klhl17	Mus musculus (Mouse)	640
Q8R124	KLH36_MOUSE	reviewed	Kelch-like protein 36	Klhl36	Mus musculus (Mouse)	613
Q8JZP3	KLHL2_MOUSE	reviewed	Kelch-like protein 2	Klhl2	Mus musculus (Mouse)	593
Q6PCN7	HLTF_MOUSE	reviewed	Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (P113) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3) (TNF-response element-binding protein)	Hltf Smarca3 Snf2l3 Zbu1	Mus musculus (Mouse)	1003
Q5RJY2	G2E3_MOUSE	reviewed	G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)	G2e3 Kiaa1333	Mus musculus (Mouse)	716
Q91W61	FXL15_MOUSE	reviewed	F-box/LRR-repeat protein 15 (F-box only protein 37)	Fbxl15 Fbxo37	Mus musculus (Mouse)	300
Q8CA72	GAN_MOUSE	reviewed	Gigaxonin	Gan	Mus musculus (Mouse)	597
Q9R1K5	FZR1_MOUSE	reviewed	Fizzy-related protein homolog (Fzr) (Cdh1/Hct1 homolog)	Fzr1 Fyr Fzr	Mus musculus (Mouse)	493
Q9EPX5	FXL12_MOUSE	reviewed	F-box/LRR-repeat protein 12 (F-box and leucine-rich repeat protein 12) (F-box protein FBL12)	Fbxl12 Fbl12	Mus musculus (Mouse)	326
Q4U2R1	HERC2_MOUSE	reviewed	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	Herc2 Jdf2 Kiaa0393 Rjs	Mus musculus (Mouse)	4836
F2Z461	HERC6_MOUSE	reviewed	E3 ISG15--protein ligase Herc6 (EC 2.3.2.-)	Herc6	Mus musculus (Mouse)	1003
Q05A36	MEX3C_MOUSE	reviewed	RNA-binding E3 ubiquitin-protein ligase MEX3C (EC 2.3.2.27) (RING finger and KH domain-containing protein 2) (RING-type E3 ubiquitin transferase MEX3C)	Mex3c Rkhd2	Mus musculus (Mouse)	652
Q9ERV1	MKRN2_MOUSE	reviewed	Probable E3 ubiquitin-protein ligase makorin-2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-2)	Mkrn2	Mus musculus (Mouse)	416
Q69ZF8	MSL2_MOUSE	reviewed	E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.-) (E3 ubiquitin-protein transferase MSL2) (Male-specific lethal 2-like 1) (MSL2-like 1) (Male-specific lethal-2 homolog) (MSL-2) (Male-specific lethal-2 homolog 1) (RING finger protein 184)	Msl2 Kiaa1585 Msl2l1 Rnf184	Mus musculus (Mouse)	577
Q8VCM5	MUL1_MOUSE	reviewed	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (RING-type E3 ubiquitin transferase NFKB 1)	Mul1 Gide	Mus musculus (Mouse)	352
Q9CV28	MINY3_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase MINDY-3 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-3) (Protein CARP)	MINDY3 Carp Fam188a	Mus musculus (Mouse)	444
Q3UQI9	MINY4_MOUSE	reviewed	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 (EC 3.4.19.12) (Probable deubiquitinating enzyme MINDY-4)	Mindy4 Fam188b	Mus musculus (Mouse)	744
Q9R049	AMFR_MOUSE	reviewed	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.27) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR)	Amfr	Mus musculus (Mouse)	643
Q8BZQ7	ANC2_MOUSE	reviewed	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	Anapc2	Mus musculus (Mouse)	837
Q9D8C3	ALG13_MOUSE	reviewed	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog)	Alg13 Glt28d1	Mus musculus (Mouse)	1166
Q9CPX9	APC11_MOUSE	reviewed	Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11)	Anapc11	Mus musculus (Mouse)	84
Q9WVM3	APC7_MOUSE	reviewed	Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7) (Prediabetic NOD sera-reactive autoantigen)	Anapc7 Apc7	Mus musculus (Mouse)	565
Q91W96	APC4_MOUSE	reviewed	Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4)	Anapc4 D5Ertd249e	Mus musculus (Mouse)	807
Q8R034	APC13_MOUSE	reviewed	Anaphase-promoting complex subunit 13 (APC13) (Cyclosome subunit 13)	Anapc13	Mus musculus (Mouse)	74
P53995	APC1_MOUSE	reviewed	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	Anapc1 Mcpr Tsg24	Mus musculus (Mouse)	1944
Q64364	ARF_MOUSE	reviewed	Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p19ARF)	Cdkn2a	Mus musculus (Mouse)	169
P61080	UB2D1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 D1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D1) (Ubiquitin carrier protein D1) (Ubiquitin-conjugating enzyme E2(17)KB 1) (Ubiquitin-conjugating enzyme E2-17 kDa 1) (Ubiquitin-protein ligase D1)	Ube2d1	Mus musculus (Mouse)	147
Q6ZWZ2	UB2R2_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)	Ube2r2 Cdc34b Ubc3b	Mus musculus (Mouse)	238
P52482	UB2E1_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 E1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme E1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme E1) (UbcM3) (Ubiquitin carrier protein E1) (Ubiquitin-protein ligase E1)	Ube2e1 Ubce5 Ubcm3	Mus musculus (Mouse)	193
P31254	UBA1Y_MOUSE	reviewed	Ubiquitin-like modifier-activating enzyme 1 Y (EC 6.2.1.45) (Ubiquitin-activating enzyme E1) (Ubiquitin-activating enzyme E1 Y)	Uba1y Sby Ube1ay Ube1y Ube1y1	Mus musculus (Mouse)	1058
Q9CQ37	UBE2T_MOUSE	reviewed	Ubiquitin-conjugating enzyme E2 T (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme T) (Ubiquitin carrier protein T) (Ubiquitin-protein ligase T)	Ube2t	Mus musculus (Mouse)	204
Q6ZPJ3	UBE2O_MOUSE	reviewed	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	Ube2o Kiaa1734	Mus musculus (Mouse)	1288
E9Q9U0	U17PB_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 17-like protein B (USP17-B) (EC 3.4.19.12) (Deubiquitinating enzyme 1A)	Usp17lb Dub1a	Mus musculus (Mouse)	468
